pdp_url,article_number,brand,product_name,size,regular_price,selling_price,price_per_unit,promotion_description,product_description,additional_information,ingredients,allergens,nutrition_info,preparation_instructions,preparation_methods,identification_marking,country_of_origin,storage_instructions,instructions_for_use,variant,country
https://www.spar.at/produktwelt/spar-premium-pomodori-secchi-p2020002860196,2020002860196,SPAR PREMIUM,Pomodori Secchi,280 G,3.29,3.29,Per 1 kg 20.56,,"Die Herkunft. In Apulien sonnengereift und schonend getrocknet, bewahren diese Tomaten ihr volles Aroma und die natürliche Süße des Südens. Der Geschmack. Intensiv fruchtig mit feiner Säure bieten sie mediterrane Tiefe für Pasta, Antipasti oder raffinierte Füllungen.",,"Zutaten: 57% getrocknete Tomaten, 40% Sonnenblumenöl, Weinessig, Salz unjodiert, natürliches Aroma.",,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 657,00 kJ, Energie Kcal: ca. 158,00 kcal, Fett: ca. 9,60 g, Fett, davon gesättigte Fettsäuren: ca. 1,00 g, Kohlenhydrate: ca. 11,00 g, Kohlenhydrate, davon Zucker: ca. 8,60 g, Ballaststoffe: ca. 8,20 g, Eiweiß: ca. 2,90 g, Salz: ca. 3,80 g",,,,Sorgfältig hergestellt in Italien,Vor dem Öffnen vor Wärme geschützt lagern. Nach dem Öffnen gut verschlossen im Kühlschrank aufbewahren und innerhalb von 5 Tagen genießen.,,,
https://www.spar.at/produktwelt/spar-premium-feine-hagebutte-60-frucht-p8112729,8112729,SPAR PREMIUM,Feine Hagebutte 60% Frucht,250 G,3.29,3.29,Per 1 kg 13.16,,Die Herkunft. Für den SPAR PREMIUM Hagebutten-Fruchtaufstrich werden nur sorgfältig ausgewählte Früchte in einer Wiener Manufaktur schonend verarbeitet. Der Geschmack. Der charakteristisch fein-säuerliche Geschmack der Hagebutte kommt durch die hohe Fruchtkonzentration besonders harmonisch zur Geltung.,,"Zutaten: Hagebutte, Zucker, Zitronensaftkonzentrat, Geliermittel: Pektine.",,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 793,00 kJ, Energie Kcal: ca. 187,00 kcal, Fett: < 0,50 g, Fett, davon gesättigte Fettsäuren: ca. 0 g, Kohlenhydrate: ca. 45,00 g, Kohlenhydrate, davon Zucker: ca. 42,00 g, Ballaststoffe: ca. 3,00 g, Eiweiß: ca. 0,20 g, Salz: ca. 0,08 g, Broteinheiten: ca. 3,70 BE",,,,Sorgfältig hergestellt in Österreich,Nach dem Öffnen im Kühlschrank aufbewahren und rasch konsumieren.,,Feine Hagebutte 60% Frucht,
https://www.spar.at/produktwelt/spar-premium-olive-con-tonno-p2020002412838,2020002412838,SPAR PREMIUM,Olive con Tonno,240 G,5.99,5.99,Per 1 kg 24.96,,"Die Herkunft. Große grüne Oliven werden entkernt, anschließend behutsam mit würzigem Thunfischmus gefüllt und in aromatisches Olivenöl eingelegt. Der Geschmack. Fleischige Olive und cremige Fülle verschmelzen zu einer mild-salzigen Komposition mit maritimer Tiefe. Die Verwendungsmöglichkeiten. Ideal auf Tapas-Platten, zu Pasta oder einfach pur – jede Olive bringt mediterrane Finesse an den Gaumen.",Trotz sorgfältigster Verarbeitung kann das Vorhandensein von Olivenkernen nicht ausgeschlossen werden.,"Zutaten: Oliven 49%, Sonnenblumenöl 39%, THUNFISCH 8%, Salz unjodiert, SARDELLEN 1%, Weinessig (enthält SCHWEFELDIOXID), Oregano, Chili scharf, Säureregulator: Citronensäure, Milchsäure. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Fische und daraus gewonnene Erzeugnisse, Enthält Schwefeldioxid und Sulfite","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1119,00 kJ, Energie Kcal: ca. 271,00 kcal, Fett: ca. 27,00 g, Fett, davon gesättigte Fettsäuren: ca. 3,40 g, Kohlenhydrate: ca. 2,00 g, Kohlenhydrate, davon Zucker: ca. 1,00 g, Ballaststoffe: ca. 1,60 g, Eiweiß: ca. 4,30 g, Salz: ca. 2,10 g, Broteinheiten: ca. 0,20 BE",,,IT 2589 CE,Sorgfältig hergestellt in Kampanien / Italien,"Vor dem Öffnen trocken, vor Wärme und direkter Sonneneinstrahlung geschützt lagern. Nach dem Öffnen im Kühlschrank aufbewahren und innerhalb von 3 Tagen genießen.",,,
https://www.spar.at/produktwelt/spar-premium-panettone-mit-feiner-haselnussglasur-p2020000662204,2020000662204,SPAR PREMIUM,Panettone mit feiner Haselnussglasur,1 KG,12.99,6.49,Per 1 kg 6.49,,"Die Herstellungsweise. Mehr als zwei Tage darf der Teig ruhen, bevor der Panettone langsam gebacken und anschließend kopfüber ausgekühlt wird – das schafft die luftige Textur und bewahrt die feine Feuchtigkeit. Der Geschmack. Eine knusprige Glasur aus frisch verarbeiteten Haselnüssen trifft auf fruchtige Zedern- und Orangenschalen aus Kalabrien sowie süße Sultaninen – ein festlicher Genuss mit betont feinem Duft und zartem Biss.",Sorgfältig abgepackt in Italien,"Zutaten: WEIZENMEHL, 16% Sultaninen, 12% Zuckerglasur mit Haselnüssen (Zucker, EIER, 2% HASELNÜSSE, Reisstärke, Reismehl), Wasser, BUTTER, Zucker, HÜHNEREIGELB, 6,5% kandierte Zitrusschalen (Orangen- und Zedernschale, Glucose-Fructose-Sirup, Zucker), Hefe, Invertzuckersirup, Emulgator: Mono- und Diglyceride von Speisefettsäuren, pasteurisierte MILCH, Salz unjodiert, natürliche Aromen. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Enthält Eier und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Enthält Nüsse und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Nüsse und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1613,00 kJ, Energie Kcal: ca. 384,00 kcal, Fett: ca. 16,00 g, Fett, davon gesättigte Fettsäuren: ca. 9,50 g, Kohlenhydrate: ca. 53,00 g, Kohlenhydrate, davon Zucker: ca. 28,00 g, Ballaststoffe: ca. 3,50 g, Eiweiß: ca. 7,00 g, Salz: ca. 0,30 g, Broteinheiten: ca. 4,40 BE","Tipps: 1. Den Panettone am besten servieren, wenn er Raumtemperatur hat. 2. Das umlaufende Papierband entfernen. 3. Für das Schneiden ein Messer mit einer langen Klinge mit Wellenschliff verwenden. 4. Vorsichtig schneiden, ohne mit dem Messer auf den Panettone zu drücken.",Verzehrfertig,,,Vor und nach dem Öffnen trocken und vor Sonneneinstrahlung und hohen Temperaturen geschützt lagern.,,mit feiner Haselnussglasur,
https://www.spar.at/produktwelt/spar-premium-franzoesisches-sauerteigbrot-p2020004827081,2020004827081,SPAR PREMIUM,Französisches Sauerteigbrot,400 G,2.99,2.99,Per 1 kg 7.48,,Der Geschmack. Kräftige Kruste und weiche Krume machen das SPAR PREMIUM Französische Sauerteigbrot zu einem rustikalen Genuss mit ausgewogenem Aroma. Die Herstellung. Die traditionelle Herstellung verleiht diesem Brot seine feine Säure und einen unverwechselbaren Charakter.,,"Zutaten: WEIZENMEHL 61%, Wasser, Roggensauerteig (WEIZENMEHL, Wasser, ROGGENMEHL, WEIZENGLUTEN, WEIZENMALZMEHL), Weizensauerteig (WEIZENMEHL, Wasser, WEIZENGLUTEN)), Salz unjodiert, devitalisierter Roggensauerteig, Hefe, WEIZENGLUTEN, deaktivierte Hefe. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.",Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus,"Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1057,00 kJ, Energie Kcal: ca. 249,00 kcal, Fett: ca. 1,10 g, Fett, davon gesättigte Fettsäuren: ca. 0,29 g, Kohlenhydrate: ca. 51,30 g, Kohlenhydrate, davon Zucker: ca. 2,50 g, Ballaststoffe: ca. 3,10 g, Eiweiß: ca. 7,70 g, Salz: ca. 1,17 g, Broteinheiten: ca. 4,30 BE",,,,,trocken lagern,,,
https://www.spar.at/produktwelt/spar-premium-lebkuchenmischung-mit-echtem-bienenhonig-p4106777,4106777,SPAR PREMIUM,Lebkuchenmischung mit echtem Bienenhonig,280 G,7.49,7.49,Per 1 kg 26.75,,"Die Herkunft. Aus dem Hause Pirker kommt diese traditionsreiche Lebkuchenmischung, hergestellt nach überlieferten Rezepten. Sorgfältige Handarbeit und viel Erfahrung prägen jedes einzelne Stück. Der Geschmack. Verschiedene Lebkuchensorten mit feinen Gewürzen und saftigem Teig sorgen für eine abwechslungsreiche Auswahl. Die typischen Aromen von Honig und winterlichen Gewürzen entfalten sich harmonisch.",Sorgfältig hergestellt per Hand von der Lebzelterei Pirker,"Zutaten: Lebkuchenteig (Honig 37%, ROGGENMEHL, WEIZENMEHL, Zucker, EIER, Gewürze (Zimt, Anis, Nelken, Koriander, Kardamom), Backtriebmittel: Ammoniumcarbonat), 8% Schokoladenkuverture (Zucker, Kakaomasse, Kakaobutter, Emulgator: Lecithine (SOJA), natürliches Vanillearoma), 4% Orangenfruchtfülle (Orangensaft aus Orangensaftkonzentrat, Glukose-Fruktose-Sirup, Zucker, Feuchthaltemittel: Sorbit, Geliermittel: Pektin, modifizierte Stärke, Säuerungsmittel: Citronensäure, Säureregulator: Natriumcitrat, Stabilisator: Calciumcitrat, Konservierungsstoff: Kaliumsorbat, Farbstoff: Beta-Carotin, natürliches Orangenaroma), 4% Nougatcremefülle (Zucker, Sonnenblumenöl, HASELNÜSSE, Magerkakaopulver, Emulgator: Lecithine (SOJA)), Vollmilchschokoladenkuvertüre 4% (Zucker, Kakaobutter, VOLLMILCHPULVER, Kakaomasse, Emulgator: Lecithine (SOJA)), 3% Zuckerglasur (Zucker, Wasser), gehackte Früchte (getrocknete Datteln, getrocknete Pflaumen (Pflaumen, Sonnenblumenöl, Konservierungsstoff: Sorbinsäure), Rosinen geölt (Rosinen, Sonnenblumenöl), getrocknete, geölte Feigen (Feigen, Sonnenblumenöl), 2% Zitronat (Zitronenschalenwürfel, Glukose-Fruktose-Sirup, Zucker, Aroma, Pflanzenextrakt, Säuerungsmittel: Citronensäure), Arancini (Orangenschalenwürfel, Glukose-Fruktose-Sirup, Zucker, Säuerungsmittel: Citronensäure), kandierte Kirschen (Kirschen, Glukose-Fruktose-Sirup, Zucker, Farbstoff: Erythrosin, Säuerungsmittel: Citronensäure), 2% gehackte Nüsse (HASELNÜSSE, WALNÜSSE), MANDELN, Zuckerglasur mit Orangengeschmack (Zucker, Kakaobutter, VOLLMILCHPULVER, Emulgator: Lecithine (SOJA), natürliches Orangenaroma, Farbstoff: Beta-Carotin, natürliches Vanille-Aroma) Weiße Schokolade (Zucker, Kakaobutter, VOLLMILCHPULVER, MAGERMILCHPULVER, Emulgator: Lecithine (SOJA), Vanilleextrakt). In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Enthält Eier und daraus gewonnene Erzeugnisse, Enthält Sojabohnen und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Enthält Nüsse und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1592,00 kJ, Energie Kcal: ca. 378,00 kcal, Fett: ca. 9,50 g, Fett, davon gesättigte Fettsäuren: ca. 5,50 g, Kohlenhydrate: ca. 66,00 g, Kohlenhydrate, davon Zucker: ca. 19,00 g, Ballaststoffe: ca. 3,70 g, Eiweiß: ca. 5,20 g, Salz: ca. 0 g, Broteinheiten: ca. 5,50 BE",,,,,Vor und nach dem Öffnen vor Wärme geschützt lagern. Nach dem Öffnen innerhalb von 3 Tagen genießen.,,mit echtem Bienenhonig,
https://www.spar.at/produktwelt/spar-premium-clementinen-tacle-p1882148,1882148,SPAR PREMIUM,Clementinen Tacle,KG,3.49,3.49,Per 1 kg 26.75,,"Die Herkunft. Diese Zitrusfrucht wächst in südlichen Regionen unter idealen klimatischen Bedingungen. Sie vereint das Beste aus Clementine und Orange in einer kernlosen, leuchtend orangen Frucht. Der Geschmack. Süß, saftig und mit festem Fruchtfleisch überzeugt die Tacle durch intensive Frische. Der hohe Saftgehalt macht sie zum Multitalent für Küche und Glas.",,,,,,,,,,,Tacle,Italien
https://www.spar.at/produktwelt/spar-premium-edition-johanna-maier-pizza-rucola-und-grana-padano-p4005308,4005308,SPAR PREMIUM Edition Johanna Maier,Pizza Rucola und Grana Padano,400 G,2.99,2.99,Per 1 kg 7.48,,"von Hand belegt - im Holzofen auf Stein gebacken ""Meine Premium-Pizzen sind eine Homage an die italienische Küche und an die Geselligkeit. Eine SPAR PREMIUM Pizza im Tiefkühlfach ist mehr als nur ein schneller Happen: Sie ist zugleich duftendes Brot, feine Tomatensauce und ist obendrein mit italienischen Spezialitäten wie herzhaftem Grana Padano, fruchtigen Tomaten und frischem Rucola belegt. Sie ist das Lieblingsessen vieler Kinder, Symbol eines Lebensgefühls, genussvolles Ritual und immer auch ein Mittel spontaner Gastfreundschaft. Sie lädt zum Teilen ein, kann erster Gang, Snack, Antipasto und Abendessen sein. Wird sie zum Aperitif gereicht, verlangt die Pizza nach kohlensäurehaltige Getränken. Bier oder ein leichter, junger, fruchtiger Schaumwein passen perfekt dazu. Eine wirklich gute Pizza erkennt man an der Konsistenz des Bodens, an den hervorragenden Zutaten und am unbeschreiblichen Gefühl beim ersten Bissen."" Johanna Maier Filzmoos/Salzburg",,"Zutaten: WEIZENMEHL 32,9%, Tomatenpulpe 12,9%, Mozzarella (MILCH, Salz, Lab, Starterkultur) 12,4%, Wasser 11,8%, Tomatenpüree 9%, Grana Padano (MILCH, Salz, Lab, Konservierungsstoff: Lysozym aus EI) 6,2%, Kirschtomaten 5%, Rucola 5%, Olivenöl, HARTWEIZENGRIESS, Salz, Dextrose, Sauerteig (WEIZENMEHL, Wasser), WEIZENMALZMEHL, Hefe. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Kann Spuren enthalten von Krebstiere und daraus gewonnene Erzeugnisse, Enthält Eier und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Eier und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Fische und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Kann Spuren enthalten von Senf und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Weichtiere und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 876,00 kJ, Energie Kcal: ca. 208,00 kcal, Fett: ca. 6,30 g, Fett, davon gesättigte Fettsäuren: ca. 3,50 g, Kohlenhydrate: ca. 26,40 g, Kohlenhydrate, davon Zucker: ca. 3,20 g, Ballaststoffe: ca. 2,60 g, Eiweiß: ca. 10,20 g, Salz: ca. 0,47 g, Broteinheiten: ca. 2,20 BE","Den Backofen auf 200°C für Ober- und Unterhitze oder 180°C für Heißluft vorheizen. Die Pizza 10 Minuten antauen lassen, die Folie entfernen und auf einem Backofengitter 10 bis 14 Minuten bis zur gewünschten Bräune bzw. Knusprigkeit auf mittlerer Schiene backen. Die Zubereitungszeit kann - abhängig vom Gerät - schwanken. Ein optimales Backergebnis wird mit Ober-/Unterhitze erzielt. Nach dem Backen sofort genießen.",Backen,IT U8681 CE,Sorgfältig hergestellt in Italien,Kühlschrank: 1 Tag *-Fach oder Eiswürfelfach: 1 Woche **-Fach: 1 Monat ***-Fach oder -18°C mindestens haltbar bis Ende: siehe Seitenfläche auf der Verpackung Nach dem Auftauen nicht wieder einfrieren.,,Rucola und Grana Padano,
https://www.spar.at/produktwelt/spar-premium-edition-johanna-maier-mezzelune-mit-speck-brie-p2020005341142,2020005341142,SPAR PREMIUM Edition Johanna Maier,Mezzelune mit Speck & Brie,250 G,3.49,2.99,Per 1 kg 11.96,Mengenvorteil ab 2 Stk. je,Die Herstellung. Feinwürziger Speck und cremiger Brie werden in sorgfältiger Handarbeit kombiniert – eine Verbindung aus herzhaftem Aroma und weicher Textur. Der Geschmack. Zarte Rauchnoten des Specks treffen auf die mild-feine Cremigkeit des Brie – ein ausgewogenes Zusammenspiel mit rustikaler Eleganz.,,"Zutaten: 60% Füllung (SAHNE, Semmelbrösel [WEIZENMEHL, Salz unjodiert, Hefe], 6% Brie [MILCH, Salz unjodiert, mikrobielles Lab, Milchsäurebakterienkulturen, Penicillium camemberti-Kulturen], Wasser, 4,5% Speck [Schweinefleisch, Salz unjodiert, Gewürze, Kräuter, Antioxidationsmittel: Natriumascorbat, Konservierungsstoff: Natriumnitrit, Buchenholzrauch], Bechamelsauce [teilentrahmte MILCH, WEIZENMEHL, Wasser, BUTTER, Stärke, Zucker, Salz unjodiert], Sonnenblumenöl, MOZZARELLA, LAKTOSE, Stärke, Salz unjodiert, geriebener KÄSE, BUTTER), 40% Teigwaren (WEIZENMEHL, 11% EI, HARTWEIZENGRIESS). In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Enthält Eier und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Kann Spuren enthalten von Senf und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1326,00 kJ, Energie Kcal: ca. 317,00 kcal, Fett: ca. 18,00 g, Fett, davon gesättigte Fettsäuren: ca. 10,00 g, Kohlenhydrate: ca. 30,00 g, Kohlenhydrate, davon Zucker: ca. 2,90 g, Ballaststoffe: ca. 1,50 g, Eiweiß: ca. 9,60 g, Salz: ca. 1,50 g, Broteinheiten: ca. 2,50 BE",,,IT 1015 L CE / IT 726 L CE (Details siehe Verpackung),,Gekühlt bei max. +4°C lagern. Nach dem Öffnen innerhalb von 3 Tagen genießen.,,mit Speck & Brie,
https://www.spar.at/produktwelt/spar-premium-gnocchi-al-tartufo-p2020004353856,2020004353856,SPAR PREMIUM,Gnocchi al tartufo,500 G,1.99,1.99,Per 1 kg 3.98,,"Der Geschmack. Fein abgeschmeckt mit italienischem Trüffel, entfalten die Gnocchi ein erdiges, elegantes Aroma. Die zart-weiche Konsistenz bringt die feine Note besonders gut zur Geltung.",Sorgfältig abgepackt in Italien mit Kartoffelflocken aus der EU,"Zutaten: Wasser, 16% Kartoffelflocken, WEIZENMEHL, Kartoffelstärke, 4% Trüffel (Tuber aestivum), Reismehl, Meersalz unjodiert, Säureregulator: Milchsäure, Konservierungsstoff: Sorbinsäure, natürliches Aroma. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Senf und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 735,00 kJ, Energie Kcal: ca. 174,00 kcal, Fett: ca. 1,10 g, Fett, davon gesättigte Fettsäuren: ca. 0,20 g, Kohlenhydrate: ca. 36,00 g, Kohlenhydrate, davon Zucker: ca. 0,50 g, Ballaststoffe: ca. 1,40 g, Eiweiß: ca. 4,20 g, Salz: ca. 1,40 g, Broteinheiten: ca. 3,00 BE","Die DESPAR PREMIUM Gnocchi al tartufo in kochendes Salzwasser geben und sobald diese an der Oberfläche schwimmen, abseihen. Die Gnocchi al tartufo können sowohl nur in Butter geschwenkt, als auch als Beilage zu diversen Gerichten serviert werden.",Sieden in kochender Flüssigkeit,,,Trocken und vor Wärme geschützt lagern. Nach dem Öffnen im Kühlschrank lagern und innerhalb von 3 Tagen genießen.,,al tartufo,
https://www.spar.at/produktwelt/spar-premium-biskotten-pistoccos-p2020004165930,2020004165930,SPAR PREMIUM,Biskotten Pistoccos,350 G,2.99,2.99,Per 1 kg 8.54,,Die Herkunft. Pistoccos stammen aus Italien und werden nach traditioneller Backkunst hergestellt und knusprig gebacken. Der Geschmack. Fein neutral und knusprig in der Textur.,,"Zutaten: 50% EIER, WEIZENMEHL, Zucker. In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Enthält Eier und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Senf und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1525,00 kJ, Energie Kcal: ca. 361,00 kcal, Fett: ca. 7,20 g, Fett, davon gesättigte Fettsäuren: ca. 2,20 g, Kohlenhydrate: ca. 63,00 g, Kohlenhydrate, davon Zucker: ca. 37,00 g, Ballaststoffe: ca. 3,70 g, Eiweiß: ca. 9,80 g, Salz: ca. 0 g",,,,Sorgfältig hergestellt in Italien,Vor Wärme geschützt (nicht über 25°C) und trocken lagern. Nach dem Öffnen den Beutel wieder verschließen und innerhalb von 8-10 Tagen genießen.,,Pistoccos,
https://www.spar.at/produktwelt/spar-premium-edition-johanna-maier-girasoli-parmigiana-aubergine-p2020006001960,2020006001960,SPAR PREMIUM Edition Johanna Maier,Girasoli Parmigiana Aubergine,250 G,3.49,2.99,Per 1 kg 11.96,Mengenvorteil ab 2 Stk. je,"„Nun gibt es für Ihren mediterranen Hochgenuss daheim die beliebten Girasoli, gefüllt mit Auberginen, Tomatenpulpa und Mozzarella, hergestellt mit feinsten Zutaten nach meinen Rezepten, frisch in Ihrem Kühlschrank von SPAR PREMIUM."" Johanna Maier Der Geschmack. Die SPAR PREMIUM Girasoli gefüllt mit Auberginen, Tomatenpulpe und Mozzarella bringen mediterranen und fleischlosen Genuss auf die Teller. Auch hier verschmelzen sorgfältig ausgewählte Zutaten zu einer Komposition, die jeden Bissen zu einem besonderen Geschmackserlebnis macht. Die Zubereitung. Ideal als Hauptgericht, können die Girasoli unkompliziert in wenigen Minuten zubereitet und ganz nach Belieben mit geschmolzener Butter, Olivenöl oder einer Sauce Ihrer Wahl serviert werden. So zaubern Sie im Handumdrehen mediterranen Hochgenuss für sich und Ihre Gäste. Der Genuss-Tipp. Mit Schmortomaten servieren. Halbierte Cocktailtomaten mit Olivenöl, Knoblauch, Rosmarin, Thymian, Salz, Pfeffer und einer Prise Staubz ucker bei 160° C ca. 10 Minuten schmoren lassen. Vor dem Servieren mit gehobeltem Parmigiano Reggiano, Basilikum oder Salbei bestreuen.",Sorgfältig abgepackt in Italien,"Zutaten: 70% Füllung (15% gebratene Aubergine, 13% Tomatenpulpe, 8,4% Mozzarella [MILCH, Salz unjodiert, mikrobielles Lab], Semmelbrösel [WEIZENMEHL, Salz unjodiert, Hefe], 5,6% geröstete Tomaten, 4,2% Provolone-Käse [MILCH, Salz unjodiert, tierisches Lab], Sonnenblumenöl, LAKTOSE, Basilikumpaste [Basilikum, Sonnenblumenöl, Salz unjodiert, Säureregulator: Natriumhydrogencarbonat], natives Olivenöl extra, Salz unjodiert, Knoblauch), 30% Teigwaren (WEIZENMEHL, 8,1% EI, HARTWEIZENGRIESS, 0,5% Tomatenpulver). In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Enthält Eier und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse, Enthält Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Kann Spuren enthalten von Senf und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1144,00 kJ, Energie Kcal: ca. 273,00 kcal, Fett: ca. 13,00 g, Fett, davon gesättigte Fettsäuren: ca. 3,30 g, Kohlenhydrate: ca. 29,00 g, Kohlenhydrate, davon Zucker: ca. 5,30 g, Ballaststoffe: ca. 3,30 g, Eiweiß: ca. 8,20 g, Salz: ca. 1,30 g","Die SPAR PREMIUM Teigwaren in 2 Liter leicht gesalzenes, kochendes Wasser geben und 4-5 Minuten köcheln. Vorsichtig abgießen und mit geschmolzener Butter, Olivenöl oder Ihrer Lieblingssauce servieren.",Sieden in kochender Flüssigkeit,,,Vor und nach dem Öffnen gekühlt aufbewahren (max. +4°C). Nach dem Öffnen innerhalb von 3 Tagen genießen.,,Parmigiana Aubergine,
https://www.spar.at/produktwelt/spar-premium-grissini-integrali-p2020001074341,2020001074341,SPAR PREMIUM,Grissini Integrali,150 G,2.79,2.79,Per 1 kg 18.6,,"Die Herkunft. Ebenso in Asti gefertigt, verbindet diese Variante piemontesisches Handwerk mit vollwertigem Weizen. Die Herstellungsweise. Vollkornmehl, natives Olivenöl extra und das behutsame Drehen per Hand sorgen für festen Biss und aromatische Kruste. Der Geschmack. Herzhaft-getreidig mit leichter Nussnote ergänzen die Stangen sowohl frische Aufstriche als auch kräftige Käseplatten und bringen rustikale Vielfalt ins Snackangebot.",,"Zutaten: 90% WEIZENVOLLKORNMEHL, 5% natives Olivenöl extra, Hefe, GERSTENMALZ, Meersalz jodiert (Meersalz, Kaliumiodat). In Großbuchstaben angegebene Zutaten enthalten allergene Inhaltsstoffe.","Enthält Glutenhaltiges Getreide sowie Erzeugnisse daraus, Kann Spuren enthalten von Sojabohnen und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Milch und daraus gewonnene Erzeugnisse (inkl. Laktose), Kann Spuren enthalten von Nüsse und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Senf und daraus gewonnene Erzeugnisse, Kann Spuren enthalten von Sesamsamen und daraus gewonnene Erzeugnisse","Nährwertsbezugsgröße: 100,00 g, Energie Kjoule: ca. 1674,00 kJ, Energie Kcal: ca. 397,00 kcal, Fett: ca. 7,70 g, Fett, davon gesättigte Fettsäuren: ca. 1,40 g, Kohlenhydrate: ca. 64,00 g, Kohlenhydrate, davon Zucker: ca. 2,80 g, Ballaststoffe: ca. 10,00 g, Eiweiß: ca. 13,00 g, Salz: ca. 1,10 g, Broteinheiten: ca. 5,30 BE",,,,prodotto in Italia - hergestellt in Italien,Vor und nach dem Öffnen vor Wärme und Licht geschützt und trocken lagern. Nach dem Öffnen alsbald genießen.,,Integrali,
